Timestamp,Receiver,CodeSpace,Signal,Sensor.Value,Sensor.Unit
2018-04-13 20:26:37,132908,R64K,4529,NA,NA
2018-04-13 20:27:15,132908,R64K,4529,NA,NA
2018-04-13 20:28:07,132908,R64K,4529,NA,NA
2018-04-13 20:28:48,132908,R64K,4529,NA,NA
2018-04-13 20:29:32,132908,R64K,4529,NA,NA
2018-04-13 20:30:19,132908,R64K,4529,NA,NA
2018-04-13 20:31:54,132908,R64K,4529,NA,NA
2018-04-13 20:32:52,132908,R64K,4529,NA,NA
2018-04-13 20:33:27,132908,R64K,4529,NA,NA
2018-04-13 20:34:45,132908,R64K,4529,NA,NA
2018-04-14 00:28:01,132918,R64K,4529,NA,NA
2018-04-14 00:28:51,132918,R64K,4529,NA,NA
2018-04-14 00:29:36,132918,R64K,4529,NA,NA
2018-04-14 04:26:18,132908,R64K,4534,NA,NA
2018-04-14 04:27:33,132908,R64K,4534,NA,NA
2018-04-14 04:27:55,132908,R64K,4534,NA,NA
2018-04-14 04:28:24,132908,R64K,4534,NA,NA
2018-04-14 04:28:52,132908,R64K,4534,NA,NA
2018-04-14 04:29:46,132908,R64K,4534,NA,NA
2018-04-14 04:30:20,132908,R64K,4534,NA,NA
2018-04-14 04:31:18,132908,R64K,4534,NA,NA
2018-04-14 04:32:08,132908,R64K,4534,NA,NA
2018-04-14 04:32:41,132908,R64K,4534,NA,NA
2018-04-14 04:33:12,132908,R64K,4534,NA,NA
2018-04-14 04:33:56,132908,R64K,4534,NA,NA
2018-04-14 04:34:16,132908,R64K,4534,NA,NA
2018-04-14 04:35:09,132908,R64K,4534,NA,NA
2018-04-14 04:35:44,132908,R64K,4534,NA,NA
2018-04-14 04:36:15,132908,R64K,4534,NA,NA
2018-04-14 04:36:52,132908,R64K,4534,NA,NA
2018-04-14 04:37:21,132908,R64K,4534,NA,NA
2018-04-14 04:37:43,132908,R64K,4534,NA,NA
2018-04-14 04:38:25,132908,R64K,4534,NA,NA
2018-04-14 04:39:21,132908,R64K,4534,NA,NA
2018-04-14 04:39:56,132908,R64K,4534,NA,NA
2018-04-14 04:40:53,132908,R64K,4534,NA,NA
2018-04-14 04:41:51,132908,R64K,4534,NA,NA
2018-04-14 04:42:48,132908,R64K,4534,NA,NA
2018-04-14 04:43:17,132908,R64K,4534,NA,NA
2018-04-14 04:43:38,132908,R64K,4534,NA,NA
2018-04-14 04:44:23,132908,R64K,4534,NA,NA
2018-04-14 04:44:48,132908,R64K,4534,NA,NA
2018-04-14 04:45:28,132908,R64K,4534,NA,NA
2018-04-14 04:46:25,132908,R64K,4534,NA,NA
2018-04-14 04:46:46,132908,R64K,4534,NA,NA
2018-04-14 04:47:21,132908,R64K,4534,NA,NA
2018-04-14 04:47:50,132908,R64K,4534,NA,NA
2018-04-14 04:48:18,132908,R64K,4534,NA,NA
2018-04-14 04:49:05,132908,R64K,4534,NA,NA
2018-04-14 04:49:49,132908,R64K,4534,NA,NA
2018-04-14 04:50:35,132908,R64K,4534,NA,NA
2018-04-14 04:50:56,132908,R64K,4534,NA,NA
2018-04-14 04:51:22,132908,R64K,4534,NA,NA
2018-04-14 04:51:53,132908,R64K,4534,NA,NA
2018-04-14 04:52:29,132908,R64K,4534,NA,NA
2018-04-14 04:53:29,132908,R64K,4534,NA,NA
2018-04-14 04:54:11,132908,R64K,4534,NA,NA
2018-04-14 04:55:03,132908,R64K,4534,NA,NA
2018-04-14 04:55:52,132908,R64K,4534,NA,NA
2018-04-14 04:56:26,132908,R64K,4534,NA,NA
2018-04-14 04:57:24,132908,R64K,4534,NA,NA
2018-04-14 04:58:14,132908,R64K,4534,NA,NA
2018-04-14 04:58:58,132908,R64K,4534,NA,NA
2018-04-14 04:59:57,132908,R64K,4534,NA,NA
2018-04-14 05:00:39,132908,R64K,4534,NA,NA
2018-04-14 05:01:32,132908,R64K,4534,NA,NA
2018-04-14 05:01:53,132908,R64K,4534,NA,NA
2018-04-14 05:02:51,132908,R64K,4534,NA,NA
2018-04-14 05:03:21,132908,R64K,4534,NA,NA
2018-04-14 05:04:20,132908,R64K,4534,NA,NA
2018-04-14 05:05:02,132908,R64K,4534,NA,NA
2018-04-14 05:05:44,132908,R64K,4534,NA,NA
2018-04-14 05:06:30,132908,R64K,4534,NA,NA
2018-04-14 05:07:20,132908,R64K,4534,NA,NA
2018-04-14 05:08:16,132908,R64K,4534,NA,NA
2018-04-14 05:08:41,132908,R64K,4534,NA,NA
2018-04-14 05:09:26,132908,R64K,4534,NA,NA
2018-04-14 05:10:06,132908,R64K,4534,NA,NA
2018-04-14 05:10:32,132908,R64K,4534,NA,NA
2018-04-14 05:11:26,132908,R64K,4534,NA,NA
2018-04-14 05:11:52,132908,R64K,4534,NA,NA
2018-04-14 05:12:45,132908,R64K,4534,NA,NA
2018-04-14 05:13:23,132908,R64K,4534,NA,NA
2018-04-14 05:13:53,132908,R64K,4534,NA,NA
2018-04-14 05:14:15,132908,R64K,4534,NA,NA
2018-04-14 05:14:55,132908,R64K,4534,NA,NA
2018-04-14 05:15:47,132908,R64K,4534,NA,NA
2018-04-14 05:16:44,132908,R64K,4534,NA,NA
2018-04-14 05:17:24,132908,R64K,4534,NA,NA
2018-04-14 05:18:18,132908,R64K,4534,NA,NA
2018-04-14 05:18:50,132908,R64K,4534,NA,NA
2018-04-14 05:19:16,132908,R64K,4534,NA,NA
2018-04-14 05:19:47,132908,R64K,4534,NA,NA
2018-04-14 05:20:07,132908,R64K,4534,NA,NA
2018-04-14 05:20:46,132908,R64K,4534,NA,NA
2018-04-14 05:21:22,132908,R64K,4534,NA,NA
2018-04-14 05:21:59,132908,R64K,4534,NA,NA
2018-04-14 05:22:38,132908,R64K,4534,NA,NA
2018-04-14 05:23:06,132908,R64K,4534,NA,NA
2018-04-14 05:23:39,132908,R64K,4534,NA,NA
2018-04-14 05:24:37,132908,R64K,4534,NA,NA
2018-04-14 05:25:12,132908,R64K,4534,NA,NA
2018-04-14 05:25:49,132908,R64K,4534,NA,NA
2018-04-14 05:26:25,132908,R64K,4534,NA,NA
2018-04-14 05:26:50,132908,R64K,4534,NA,NA
2018-04-14 05:27:15,132908,R64K,4534,NA,NA
2018-04-14 05:27:58,132908,R64K,4534,NA,NA
2018-04-14 05:28:19,132908,R64K,4534,NA,NA
2018-04-14 05:29:10,132908,R64K,4534,NA,NA
2018-04-14 05:29:36,132908,R64K,4534,NA,NA
2018-04-14 05:30:23,132908,R64K,4534,NA,NA
2018-04-14 05:31:21,132908,R64K,4534,NA,NA
2018-04-14 05:32:21,132908,R64K,4534,NA,NA
2018-04-14 05:33:06,132908,R64K,4534,NA,NA
2018-04-14 05:33:50,132908,R64K,4534,NA,NA
2018-04-14 05:34:46,132908,R64K,4534,NA,NA
2018-04-14 05:35:40,132908,R64K,4534,NA,NA
2018-04-14 05:36:40,132908,R64K,4534,NA,NA
2018-04-14 05:37:30,132908,R64K,4534,NA,NA
2018-04-14 05:38:21,132908,R64K,4534,NA,NA
2018-04-14 05:38:55,132908,R64K,4534,NA,NA
2018-04-14 05:39:35,132908,R64K,4534,NA,NA
2018-04-14 05:40:34,132908,R64K,4534,NA,NA
2018-04-14 05:41:09,132908,R64K,4534,NA,NA
2018-04-14 05:41:30,132908,R64K,4534,NA,NA
2018-04-14 05:42:05,132908,R64K,4534,NA,NA
2018-04-14 05:43:02,132908,R64K,4534,NA,NA
2018-04-14 05:43:31,132908,R64K,4534,NA,NA
2018-04-14 05:44:20,132908,R64K,4534,NA,NA
2018-04-14 05:44:50,132908,R64K,4534,NA,NA
2018-04-14 05:45:16,132908,R64K,4534,NA,NA
2018-04-14 05:46:14,132908,R64K,4534,NA,NA
2018-04-14 05:46:44,132908,R64K,4534,NA,NA
2018-04-14 05:47:11,132908,R64K,4534,NA,NA
2018-04-14 05:47:44,132908,R64K,4534,NA,NA
2018-04-14 05:48:21,132908,R64K,4534,NA,NA
2018-04-14 05:49:10,132908,R64K,4534,NA,NA
2018-04-14 05:49:41,132908,R64K,4534,NA,NA
2018-04-14 05:50:06,132908,R64K,4534,NA,NA
2018-04-14 05:50:43,132908,R64K,4534,NA,NA
2018-04-14 05:51:36,132908,R64K,4534,NA,NA
2018-04-14 05:52:23,132908,R64K,4534,NA,NA
2018-04-14 05:53:05,132908,R64K,4534,NA,NA
2018-04-14 05:53:42,132908,R64K,4534,NA,NA
2018-04-14 05:54:03,132908,R64K,4534,NA,NA
2018-04-14 05:54:30,132908,R64K,4534,NA,NA
2018-04-14 05:55:29,132908,R64K,4534,NA,NA
2018-04-14 05:56:08,132908,R64K,4534,NA,NA
2018-04-14 05:56:29,132908,R64K,4534,NA,NA
2018-04-14 05:57:21,132908,R64K,4534,NA,NA
2018-04-14 05:57:48,132908,R64K,4534,NA,NA
2018-04-14 05:58:43,132908,R64K,4534,NA,NA
2018-04-14 05:59:27,132908,R64K,4534,NA,NA
2018-04-14 06:00:27,132908,R64K,4534,NA,NA
2018-04-14 06:00:49,132908,R64K,4534,NA,NA
2018-04-14 06:01:48,132908,R64K,4534,NA,NA
2018-04-14 06:02:19,132908,R64K,4534,NA,NA
2018-04-14 06:03:11,132908,R64K,4534,NA,NA
2018-04-14 06:03:31,132908,R64K,4534,NA,NA
2018-04-14 06:04:05,132908,R64K,4534,NA,NA
2018-04-14 06:04:45,132908,R64K,4534,NA,NA
2018-04-14 06:05:36,132908,R64K,4534,NA,NA
2018-04-14 06:06:15,132908,R64K,4534,NA,NA
2018-04-14 06:06:42,132908,R64K,4534,NA,NA
2018-04-14 06:07:08,132908,R64K,4534,NA,NA
2018-04-14 06:08:04,132908,R64K,4534,NA,NA
2018-04-14 06:08:36,132908,R64K,4534,NA,NA
2018-04-14 06:09:13,132908,R64K,4534,NA,NA
2018-04-14 06:09:46,132908,R64K,4534,NA,NA
2018-04-14 06:10:29,132908,R64K,4534,NA,NA
2018-04-14 06:10:50,132908,R64K,4534,NA,NA
2018-04-14 06:11:10,132908,R64K,4534,NA,NA
2018-04-14 06:11:59,132908,R64K,4534,NA,NA
2018-04-14 06:12:21,132908,R64K,4534,NA,NA
2018-04-14 06:13:09,132908,R64K,4534,NA,NA
2018-04-14 06:14:00,132908,R64K,4534,NA,NA
2018-04-14 06:14:21,132908,R64K,4534,NA,NA
2018-04-14 06:15:11,132908,R64K,4534,NA,NA
2018-04-14 06:15:35,132908,R64K,4534,NA,NA
2018-04-14 06:16:17,132908,R64K,4534,NA,NA
2018-04-14 06:17:04,132908,R64K,4534,NA,NA
2018-04-14 06:17:59,132908,R64K,4534,NA,NA
2018-04-14 06:18:29,132908,R64K,4534,NA,NA
2018-04-14 06:19:26,132908,R64K,4534,NA,NA
2018-04-14 06:19:46,132908,R64K,4534,NA,NA
2018-04-14 06:20:41,132908,R64K,4534,NA,NA
2018-04-14 06:21:26,132908,R64K,4534,NA,NA
2018-04-14 06:21:59,132908,R64K,4534,NA,NA
2018-04-14 06:22:41,132908,R64K,4534,NA,NA
2018-04-14 06:23:37,132908,R64K,4534,NA,NA
2018-04-14 06:24:00,132908,R64K,4534,NA,NA
2018-04-14 06:24:56,132908,R64K,4534,NA,NA
2018-04-14 06:25:32,132908,R64K,4534,NA,NA
2018-04-14 06:26:25,132908,R64K,4534,NA,NA
2018-04-14 06:26:50,132908,R64K,4534,NA,NA
2018-04-14 06:27:30,132908,R64K,4534,NA,NA
2018-04-14 06:27:50,132908,R64K,4534,NA,NA
2018-04-14 06:28:17,132908,R64K,4534,NA,NA
2018-04-14 06:28:48,132908,R64K,4534,NA,NA
2018-04-14 06:29:19,132908,R64K,4534,NA,NA
2018-04-14 06:29:46,132908,R64K,4534,NA,NA
2018-04-14 06:30:25,132908,R64K,4534,NA,NA
2018-04-14 06:31:22,132908,R64K,4534,NA,NA
2018-04-14 06:32:02,132908,R64K,4534,NA,NA
2018-04-14 06:32:43,132908,R64K,4534,NA,NA
2018-04-14 06:33:15,132908,R64K,4534,NA,NA
2018-04-14 06:33:50,132908,R64K,4534,NA,NA
2018-04-14 06:34:14,132908,R64K,4534,NA,NA
2018-04-14 06:34:52,132908,R64K,4534,NA,NA
2018-04-14 06:35:16,132908,R64K,4534,NA,NA
2018-04-14 06:36:04,132908,R64K,4534,NA,NA
2018-04-14 06:37:54,132908,R64K,4534,NA,NA
2018-04-14 06:38:44,132908,R64K,4534,NA,NA
2018-04-14 06:39:26,132908,R64K,4534,NA,NA
2018-04-14 06:39:50,132908,R64K,4534,NA,NA
2018-04-14 06:40:18,132908,R64K,4534,NA,NA
2018-04-14 06:41:13,132908,R64K,4534,NA,NA
2018-04-14 06:41:52,132908,R64K,4534,NA,NA
2018-04-14 06:42:33,132908,R64K,4534,NA,NA
2018-04-14 06:43:45,132908,R64K,4534,NA,NA
2018-04-14 06:44:45,132908,R64K,4534,NA,NA
2018-04-14 06:45:39,132908,R64K,4534,NA,NA
2018-04-14 06:46:38,132908,R64K,4534,NA,NA
2018-04-14 06:46:58,132908,R64K,4534,NA,NA
2018-04-14 06:47:26,132908,R64K,4534,NA,NA
2018-04-14 06:48:38,132908,R64K,4534,NA,NA
2018-04-14 06:50:55,132908,R64K,4534,NA,NA
2018-04-14 06:51:43,132908,R64K,4534,NA,NA
2018-04-14 06:54:54,132908,R64K,4534,NA,NA
2018-04-14 06:55:17,132908,R64K,4534,NA,NA
2018-04-14 06:55:42,132908,R64K,4534,NA,NA
2018-04-14 06:56:32,132908,R64K,4534,NA,NA
2018-04-14 06:57:32,132908,R64K,4534,NA,NA
2018-04-14 06:58:57,132908,R64K,4534,NA,NA
2018-04-14 06:59:56,132908,R64K,4534,NA,NA
2018-04-14 20:10:08,132908,R64K,4541,NA,NA
2018-04-14 20:11:01,132908,R64K,4541,NA,NA
2018-04-14 20:11:21,132908,R64K,4541,NA,NA
2018-04-14 20:12:00,132908,R64K,4541,NA,NA
2018-04-14 20:12:50,132908,R64K,4541,NA,NA
2018-04-14 20:13:24,132908,R64K,4541,NA,NA
2018-04-14 20:14:17,132908,R64K,4541,NA,NA
2018-04-14 20:14:38,132908,R64K,4541,NA,NA
2018-04-14 20:15:07,132908,R64K,4541,NA,NA
2018-04-14 20:16:27,132908,R64K,4541,NA,NA
2018-04-14 20:17:07,132908,R64K,4541,NA,NA
2018-04-14 22:23:18,132918,R64K,4534,NA,NA
2018-04-14 22:24:16,132918,R64K,4534,NA,NA
2018-04-14 23:45:18,132918,R64K,4541,NA,NA
2018-04-14 23:46:18,132918,R64K,4541,NA,NA
2018-04-14 23:46:55,132918,R64K,4541,NA,NA
2018-04-14 23:47:24,132918,R64K,4541,NA,NA
2018-04-15 21:25:04,132917,R64K,4529,NA,NA
2018-04-15 21:25:25,132917,R64K,4529,NA,NA
2018-04-15 21:25:45,132917,R64K,4529,NA,NA
2018-04-15 21:26:45,132917,R64K,4529,NA,NA
2018-04-15 21:27:30,132917,R64K,4529,NA,NA
2018-04-16 00:47:27,132916,R64K,4529,NA,NA
2018-04-16 00:48:10,132916,R64K,4529,NA,NA
2018-04-16 00:48:38,132916,R64K,4529,NA,NA
2018-04-16 00:49:03,132916,R64K,4529,NA,NA
2018-04-16 00:49:44,132916,R64K,4529,NA,NA
2018-04-16 00:50:08,132916,R64K,4529,NA,NA
2018-04-16 00:50:49,132916,R64K,4529,NA,NA
2018-04-16 00:51:44,132916,R64K,4529,NA,NA
2018-04-16 00:52:45,132916,R64K,4529,NA,NA
2018-04-16 00:54:01,132914,R64K,4529,NA,NA
2018-04-16 00:55:03,132914,R64K,4529,NA,NA
2018-04-16 00:55:36,132914,R64K,4529,NA,NA
2018-04-16 00:56:15,132914,R64K,4529,NA,NA
2018-04-16 00:57:05,132914,R64K,4529,NA,NA
2018-04-16 00:57:37,132914,R64K,4529,NA,NA
2018-04-16 00:58:08,132914,R64K,4529,NA,NA
2018-04-16 01:09:42,132915,R64K,4529,NA,NA
2018-04-16 01:10:49,132915,R64K,4529,NA,NA
2018-04-16 01:11:19,132915,R64K,4529,NA,NA
2018-04-16 01:12:01,132915,R64K,4529,NA,NA
2018-04-16 01:12:39,132915,R64K,4529,NA,NA
2018-04-16 01:13:12,132915,R64K,4529,NA,NA
2018-04-16 01:13:42,132915,R64K,4529,NA,NA
2018-04-16 01:15:16,132915,R64K,4529,NA,NA
2018-04-16 15:25:07,132908,R64K,4477,NA,NA
2018-04-16 15:25:36,132908,R64K,4477,NA,NA
2018-04-16 15:26:08,132908,R64K,4477,NA,NA
2018-04-16 15:26:50,132908,R64K,4477,NA,NA
2018-04-16 15:27:29,132908,R64K,4477,NA,NA
2018-04-16 15:27:50,132908,R64K,4477,NA,NA
2018-04-16 15:28:13,132908,R64K,4477,NA,NA
2018-04-16 15:28:35,132908,R64K,4477,NA,NA
2018-04-16 15:30:42,132908,R64K,4477,NA,NA
2018-04-16 16:06:05,132917,R64K,4534,NA,NA
2018-04-16 16:06:34,132917,R64K,4534,NA,NA
2018-04-16 16:07:04,132917,R64K,4534,NA,NA
2018-04-16 16:08:03,132917,R64K,4534,NA,NA
2018-04-16 22:04:59,132918,R64K,4477,NA,NA
2018-04-16 22:05:33,132918,R64K,4477,NA,NA
2018-04-16 22:06:24,132918,R64K,4477,NA,NA
2018-04-17 00:55:07,133221,R64K,4529,NA,NA
2018-04-17 00:57:17,133221,R64K,4529,NA,NA
2018-04-17 03:20:20,132917,R64K,4477,NA,NA
2018-04-17 03:21:15,132917,R64K,4477,NA,NA
2018-04-17 03:21:55,132917,R64K,4477,NA,NA
2018-04-17 10:12:12,132908,R64K,4515,NA,NA
2018-04-17 10:12:42,132908,R64K,4515,NA,NA
2018-04-17 10:13:40,132908,R64K,4515,NA,NA
2018-04-17 10:14:35,132908,R64K,4515,NA,NA
2018-04-17 10:15:04,132908,R64K,4515,NA,NA
2018-04-17 10:16:03,132908,R64K,4515,NA,NA
2018-04-17 10:17:03,132908,R64K,4515,NA,NA
2018-04-17 10:18:03,132908,R64K,4515,NA,NA
2018-04-17 11:49:59,132908,R64K,4508,NA,NA
2018-04-17 11:50:33,132908,R64K,4508,NA,NA
2018-04-17 11:51:25,132908,R64K,4508,NA,NA
2018-04-17 11:52:20,132908,R64K,4508,NA,NA
2018-04-17 11:52:53,132908,R64K,4508,NA,NA
2018-04-17 11:53:39,132908,R64K,4508,NA,NA
2018-04-17 11:54:17,132908,R64K,4508,NA,NA
2018-04-17 11:54:49,132908,R64K,4508,NA,NA
2018-04-17 14:25:28,132908,R64K,4526,NA,NA
2018-04-17 14:26:16,132908,R64K,4526,NA,NA
2018-04-17 14:26:56,132908,R64K,4526,NA,NA
2018-04-17 14:27:32,132908,R64K,4526,NA,NA
2018-04-17 14:28:23,132908,R64K,4526,NA,NA
2018-04-17 14:29:38,132908,R64K,4526,NA,NA
2018-04-17 14:31:14,132908,R64K,4526,NA,NA
2018-04-17 14:31:38,132908,R64K,4526,NA,NA
2018-04-17 14:32:27,132908,R64K,4526,NA,NA
2018-04-17 14:33:03,132908,R64K,4526,NA,NA
2018-04-17 14:34:03,132908,R64K,4526,NA,NA
2018-04-17 14:34:44,132908,R64K,4526,NA,NA
2018-04-17 14:35:18,132908,R64K,4526,NA,NA
2018-04-17 14:36:08,132908,R64K,4526,NA,NA
2018-04-17 14:36:35,132908,R64K,4526,NA,NA
2018-04-17 14:37:29,132908,R64K,4526,NA,NA
2018-04-17 14:38:22,132908,R64K,4526,NA,NA
2018-04-17 14:39:10,132908,R64K,4526,NA,NA
2018-04-17 14:39:32,132908,R64K,4526,NA,NA
2018-04-17 14:40:22,132908,R64K,4526,NA,NA
2018-04-17 14:40:42,132908,R64K,4526,NA,NA
2018-04-17 14:42:03,132908,R64K,4526,NA,NA
2018-04-17 14:43:00,132908,R64K,4526,NA,NA
2018-04-17 14:43:53,132908,R64K,4526,NA,NA
2018-04-17 14:44:28,132908,R64K,4526,NA,NA
2018-04-17 14:45:05,132908,R64K,4526,NA,NA
2018-04-17 14:45:56,132908,R64K,4526,NA,NA
2018-04-17 14:46:28,132908,R64K,4526,NA,NA
2018-04-17 14:47:10,132908,R64K,4526,NA,NA
2018-04-17 14:48:08,132908,R64K,4526,NA,NA
2018-04-17 14:48:49,132908,R64K,4526,NA,NA
2018-04-17 14:49:18,132908,R64K,4526,NA,NA
2018-04-17 14:49:56,132908,R64K,4526,NA,NA
2018-04-17 14:51:25,132908,R64K,4526,NA,NA
2018-04-17 14:52:13,132908,R64K,4526,NA,NA
2018-04-17 14:53:06,132908,R64K,4526,NA,NA
2018-04-17 14:54:03,132908,R64K,4526,NA,NA
2018-04-17 14:54:59,132908,R64K,4526,NA,NA
2018-04-17 14:55:54,132908,R64K,4526,NA,NA
2018-04-17 14:56:45,132908,R64K,4526,NA,NA
2018-04-17 14:57:09,132908,R64K,4526,NA,NA
2018-04-17 14:57:34,132908,R64K,4526,NA,NA
2018-04-17 14:58:19,132908,R64K,4526,NA,NA
2018-04-17 15:03:06,132908,R64K,4526,NA,NA
2018-04-17 21:33:19,132918,R64K,4508,NA,NA
2018-04-17 21:33:40,132918,R64K,4508,NA,NA
2018-04-17 21:34:11,132918,R64K,4508,NA,NA
2018-04-17 21:34:31,132918,R64K,4508,NA,NA
2018-04-17 21:35:00,132918,R64K,4508,NA,NA
2018-04-17 21:39:24,132918,R64K,4515,NA,NA
2018-04-17 21:40:23,132918,R64K,4515,NA,NA
2018-04-17 21:40:25,132916,R64K,4477,NA,NA
2018-04-17 21:40:57,132918,R64K,4515,NA,NA
2018-04-17 21:41:16,132916,R64K,4477,NA,NA
2018-04-17 21:42:15,132916,R64K,4477,NA,NA
2018-04-17 21:42:40,132916,R64K,4477,NA,NA
2018-04-17 21:43:29,132916,R64K,4477,NA,NA
2018-04-17 21:44:04,132916,R64K,4477,NA,NA
2018-04-17 21:44:27,132916,R64K,4477,NA,NA
2018-04-17 21:44:54,132916,R64K,4477,NA,NA
2018-04-17 21:45:49,132916,R64K,4477,NA,NA
2018-04-17 21:46:50,132916,R64K,4477,NA,NA
2018-04-17 21:47:29,132914,R64K,4477,NA,NA
2018-04-17 21:48:25,132914,R64K,4477,NA,NA
2018-04-17 21:49:08,132914,R64K,4477,NA,NA
2018-04-17 21:49:42,132914,R64K,4477,NA,NA
2018-04-17 21:50:07,132914,R64K,4477,NA,NA
2018-04-17 21:51:04,132914,R64K,4477,NA,NA
2018-04-17 21:51:51,132914,R64K,4477,NA,NA
2018-04-17 21:58:57,132915,R64K,4477,NA,NA
2018-04-17 22:01:35,132915,R64K,4477,NA,NA
2018-04-17 22:02:48,132915,R64K,4477,NA,NA
2018-04-17 22:03:37,132915,R64K,4477,NA,NA
2018-04-17 22:04:19,132915,R64K,4477,NA,NA
2018-04-17 22:05:02,132915,R64K,4477,NA,NA
2018-04-17 22:05:27,132915,R64K,4477,NA,NA
2018-04-17 22:05:52,132915,R64K,4477,NA,NA
2018-04-17 22:06:25,132915,R64K,4477,NA,NA
2018-04-17 22:06:56,132915,R64K,4477,NA,NA
2018-04-17 22:07:41,132915,R64K,4477,NA,NA
2018-04-17 22:09:16,132915,R64K,4477,NA,NA
2018-04-17 22:10:00,132915,R64K,4477,NA,NA
2018-04-17 22:23:19,132918,R64K,4526,NA,NA
2018-04-17 22:23:53,132918,R64K,4526,NA,NA
2018-04-17 22:24:55,132918,R64K,4526,NA,NA
2018-04-17 22:26:06,132918,R64K,4526,NA,NA
2018-04-18 00:32:45,132908,R64K,4465,NA,NA
2018-04-18 00:33:19,132908,R64K,4465,NA,NA
2018-04-18 00:33:43,132908,R64K,4465,NA,NA
2018-04-18 00:34:18,132908,R64K,4465,NA,NA
2018-04-18 00:35:17,132908,R64K,4465,NA,NA
2018-04-18 00:35:38,132908,R64K,4465,NA,NA
2018-04-18 00:55:48,132908,R64K,4510,NA,NA
2018-04-18 00:56:31,132908,R64K,4510,NA,NA
2018-04-18 00:57:16,132908,R64K,4510,NA,NA
2018-04-18 00:58:03,132908,R64K,4510,NA,NA
2018-04-18 00:58:33,132908,R64K,4510,NA,NA
2018-04-18 00:59:16,132908,R64K,4510,NA,NA
2018-04-18 00:59:50,132908,R64K,4510,NA,NA
2018-04-18 01:00:30,132908,R64K,4510,NA,NA
2018-04-18 01:01:15,132908,R64K,4510,NA,NA
2018-04-18 01:01:54,132908,R64K,4510,NA,NA
2018-04-18 01:02:30,132908,R64K,4510,NA,NA
2018-04-18 01:02:54,132908,R64K,4510,NA,NA
2018-04-18 01:03:30,132908,R64K,4510,NA,NA
2018-04-18 01:03:57,132908,R64K,4510,NA,NA
2018-04-18 01:04:42,132908,R64K,4510,NA,NA
2018-04-18 04:00:35,132918,R64K,4465,NA,NA
2018-04-18 04:01:35,132918,R64K,4465,NA,NA
2018-04-18 04:02:14,132918,R64K,4465,NA,NA
2018-04-18 04:02:55,132918,R64K,4465,NA,NA
2018-04-18 04:03:23,132918,R64K,4465,NA,NA
2018-04-18 04:04:14,132918,R64K,4465,NA,NA
2018-04-18 04:04:58,132918,R64K,4465,NA,NA
2018-04-18 04:05:48,132918,R64K,4465,NA,NA
2018-04-18 04:06:48,132918,R64K,4465,NA,NA
2018-04-18 04:08:19,132918,R64K,4465,NA,NA
2018-04-18 04:08:49,132918,R64K,4465,NA,NA
